Account Length,International Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,International Mins,International Calls,CustServ Calls,Churn,Total Mins,Total Calls,Avg Day Call Duration,Avg Eve Call Duration,Avg Night Call Duration,Avg International Call Duration,Avg Call Duration,CustServ Calls Ratio,International Mins Ratio,International Calls Ratio,VMail Message Ratio,High CustServ Calls,High Total Mins,High Total Calls,Tenure Category Numeric,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,AreaCode_415,AreaCode_510
110,0,1,40.0,202.6,103,118.8,128.0,234.9,98,9.0,9.0,2,0,565.3,338,1.9669902912621358,0.928125,2.396938775510204,1.0,1.6724852071005916,0.005917159763313609,0.015920750044224306,0.026627218934911243,0.7692307692307693,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
110,0,0,0.0,74.5,117,200.8,98.0,192.2,101,9.8,7.0,3,0,477.3,323,0.6367521367521367,2.048979591836735,1.9029702970297029,1.4000000000000001,1.4777089783281734,0.009287925696594427,0.020532160067043788,0.021671826625386997,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,0,0,0.0,83.6,148,120.9,91.0,226.6,110,10.7,9.0,0,0,441.8,358,0.5648648648648649,1.3285714285714287,2.06,1.1888888888888889,1.2340782122905027,0.0,0.024219103666817562,0.025139664804469275,0.0,0,0,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
73,0,0,0.0,192.2,86,168.6,116.0,139.8,87,9.4,6.0,1,0,509.99999999999994,295,2.2348837209302324,1.4534482758620688,1.606896551724138,1.5666666666666667,1.7288135593220337,0.003389830508474576,0.01843137254901961,0.020338983050847456,0.0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
138,0,0,0.0,220.2,89,88.3,125.0,195.3,79,12.9,5.0,0,0,516.7,298,2.474157303370786,0.7064,2.4721518987341775,2.58,1.7338926174496645,0.0,0.024966131217340815,0.016778523489932886,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
137,1,0,0.0,135.1,95,134.1,102.0,223.1,81,12.3,2.0,2,1,504.59999999999997,280,1.4221052631578948,1.3147058823529412,2.754320987654321,6.15,1.802142857142857,0.007142857142857143,0.024375743162901312,0.007142857142857143,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,0,0,0.0,253.4,77,182.4,151.0,275.8,103,8.4,2.0,1,0,720.0,333,3.290909090909091,1.2079470198675497,2.6776699029126214,4.2,2.1621621621621623,0.003003003003003003,0.011666666666666667,0.006006006006006006,0.0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
85,0,0,0.0,225.0,81,176.9,63.0,194.3,110,7.1,2.0,3,0,603.3000000000001,256,2.7777777777777777,2.807936507936508,1.7663636363636364,3.55,2.3566406250000003,0.01171875,0.011768606000331508,0.0078125,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
108,0,0,0.0,198.5,99,267.8,60.0,354.9,75,9.4,3.0,0,1,830.6,237,2.005050505050505,4.463333333333334,4.731999999999999,3.1333333333333333,3.5046413502109703,0.0,0.011317120154105466,0.012658227848101266,0.0,0,1,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22,0,0,0.0,110.3,107,166.5,93.0,202.3,96,9.5,5.0,0,0,488.6,301,1.030841121495327,1.7903225806451613,2.107291666666667,1.9,1.6232558139534885,0.0,0.019443307408923454,0.016611295681063124,0.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
107,0,1,37.0,60.0,102,102.2,80.0,261.8,106,11.1,3.0,0,0,435.1,291,0.5882352941176471,1.2775,2.469811320754717,3.6999999999999997,1.4951890034364261,0.0,0.02551137669501264,0.010309278350515464,0.7115384615384616,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
51,0,0,0.0,214.8,94,149.7,58.0,283.4,66,10.2,5.0,0,0,658.1,223,2.2851063829787237,2.5810344827586205,4.293939393939394,2.04,2.951121076233184,0.0,0.015499164260750644,0.02242152466367713,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94,0,0,0.0,181.8,85,202.4,98.0,245.9,97,9.2,2.0,4,0,639.3000000000001,282,2.138823529411765,2.0653061224489795,2.5350515463917525,4.6,2.2670212765957447,0.014184397163120567,0.014390739871734707,0.0070921985815602835,0.0,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,0,1,23.0,154.0,114,278.0,137.0,228.4,112,11.8,4.0,2,0,672.1999999999999,367,1.3508771929824561,2.0291970802919708,2.039285714285714,2.95,1.8316076294277928,0.005449591280653951,0.01755429931567986,0.010899182561307902,0.4423076923076923,0,0,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,0,1,29.0,157.4,99,117.9,80.0,279.2,79,13.9,10.5,4,1,568.4,269,1.58989898989899,1.4737500000000001,3.534177215189873,1.2636363636363637,2.1130111524163566,0.01486988847583643,0.024454609429978888,0.040892193308550186,0.5576923076923077,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106,0,0,0.0,207.9,91,172.0,109.0,191.8,143,14.4,7.0,4,0,586.1,350,2.2846153846153845,1.5779816513761469,1.3412587412587413,2.0571428571428574,1.6745714285714286,0.011428571428571429,0.024569186145708924,0.02,0.0,1,0,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
82,0,0,0.0,207.0,90,232.9,83.0,172.4,108,9.1,8.0,3,0,621.4,289,2.3,2.806024096385542,1.5962962962962963,1.1375,2.1501730103806227,0.010380622837370242,0.014644351464435146,0.02768166089965398,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,0,1,41.0,119.0,101,230.0,134.0,236.9,58,9.5,3.0,0,0,595.4,296,1.1782178217821782,1.7164179104477613,4.084482758620689,3.1666666666666665,2.0114864864864863,0.0,0.015955660060463554,0.010135135135135136,0.7884615384615384,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
97,1,0,0.0,143.7,117,273.0,82.0,178.3,81,10.9,3.0,0,0,605.9,283,1.228205128205128,3.3292682926829267,2.201234567901235,3.6333333333333333,2.1409893992932862,0.0,0.017989767288331408,0.01060070671378092,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
106,0,1,32.0,165.9,126,216.5,93.0,173.1,86,14.1,8.0,4,0,569.6,313,1.3166666666666667,2.327956989247312,2.0127906976744185,1.7625,1.8198083067092652,0.012779552715654952,0.024754213483146065,0.025559105431309903,0.6153846153846154,1,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,0,0,0.0,138.6,122,172.3,117.0,231.6,92,9.8,3.0,1,0,552.3,334,1.1360655737704917,1.4726495726495727,2.517391304347826,3.266666666666667,1.6535928143712573,0.0029940119760479044,0.017743979721166037,0.008982035928143712,0.0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
114,0,0,0.0,84.7,118,249.9,86.0,193.4,95,14.5,8.0,1,0,542.5,307,0.7177966101694916,2.905813953488372,2.0357894736842104,1.8125,1.767100977198697,0.003257328990228013,0.026728110599078342,0.026058631921824105,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
92,1,0,0.0,62.6,111,180.6,126.0,221.7,80,10.4,2.0,1,1,475.29999999999995,319,0.563963963963964,1.4333333333333333,2.7712499999999998,5.2,1.4899686520376174,0.003134796238244514,0.021880917315379764,0.006269592476489028,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,0,0,0.0,155.2,79,235.3,123.0,169.4,80,8.7,4.0,1,0,568.6,286,1.9645569620253163,1.9130081300813009,2.1175,2.175,1.9881118881118882,0.0034965034965034965,0.015300738656348926,0.013986013986013986,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
24,0,1,25.0,164.9,110,209.3,105.0,231.2,55,6.7,9.0,1,0,612.1000000000001,279,1.4990909090909093,1.9933333333333334,4.203636363636363,0.7444444444444445,2.193906810035843,0.0035842293906810036,0.010945923868648911,0.03225806451612903,0.4807692307692308,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
151,0,0,0.0,134.5,88,143.1,112.0,223.9,61,15.4,1.0,1,0,516.9,262,1.5284090909090908,1.2776785714285714,3.6704918032786886,15.4,1.9729007633587785,0.003816793893129771,0.029792996711162704,0.003816793893129771,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,0,0,0.0,143.3,103,211.3,108.0,185.2,96,11.5,3.0,1,0,551.3,310,1.3912621359223303,1.9564814814814815,1.9291666666666665,3.8333333333333335,1.7783870967741935,0.0032258064516129032,0.0208597859604571,0.00967741935483871,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
78,0,0,0.0,168.3,110,221.2,73.0,241.0,136,12.5,1.0,1,0,643.0,320,1.53,3.0301369863013696,1.7720588235294117,12.5,2.009375,0.003125,0.019440124416796267,0.003125,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
155,0,0,0.0,262.4,55,194.6,113.0,146.5,85,8.3,6.0,2,0,611.8,259,4.7709090909090905,1.7221238938053096,1.723529411764706,1.3833333333333335,2.362162162162162,0.007722007722007722,0.013566525008172608,0.023166023166023165,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,0,1,30.0,206.2,79,260.0,91.0,291.6,83,11.4,6.0,1,0,769.1999999999999,259,2.6101265822784807,2.857142857142857,3.513253012048193,1.9000000000000001,2.96988416988417,0.003861003861003861,0.01482059282371295,0.023166023166023165,0.5769230769230769,0,1,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
114,0,1,28.0,225.8,94,193.0,117.0,232.4,100,8.4,9.0,4,0,659.6,320,2.402127659574468,1.6495726495726495,2.324,0.9333333333333333,2.0612500000000002,0.0125,0.012734990903577926,0.028125,0.5384615384615384,1,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
119,0,0,0.0,138.3,89,170.5,78.0,263.9,98,13.5,6.0,3,0,586.2,271,1.553932584269663,2.1858974358974357,2.6928571428571426,2.25,2.16309963099631,0.01107011070110701,0.023029682702149435,0.02214022140221402,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,0,1,42.5,94.4,104,136.2,101.0,147.4,89,4.5,4.0,0,0,382.5,298,0.9076923076923078,1.3485148514851484,1.6561797752808989,1.125,1.2835570469798658,0.0,0.011764705882352941,0.013422818791946308,0.9230769230769231,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
118,1,0,0.0,160.0,123,175.4,96.0,184.8,99,9.9,3.0,2,0,530.1,321,1.3008130081300813,1.8270833333333334,1.8666666666666667,3.3000000000000003,1.6514018691588785,0.006230529595015576,0.01867572156196944,0.009345794392523364,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,0,0,0.0,206.6,105,224.9,117.0,249.9,100,14.6,3.0,0,0,696.0,325,1.9676190476190476,1.9222222222222223,2.499,4.866666666666666,2.1415384615384614,0.0,0.02097701149425287,0.009230769230769232,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
117,0,0,0.0,134.7,121,180.0,83.0,200.9,104,7.7,3.0,1,0,523.3000000000001,311,1.1132231404958677,2.1686746987951806,1.9317307692307693,2.566666666666667,1.6826366559485533,0.003215434083601286,0.014714313013567742,0.00964630225080386,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,0,1,28.0,214.4,78,235.2,100.0,206.2,107,8.0,10.5,3,0,663.8,298,2.7487179487179487,2.352,1.9271028037383175,0.6153846153846154,2.2275167785234897,0.010067114093959731,0.012051822838204279,0.0436241610738255,0.5384615384615384,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
139,0,0,0.0,192.8,104,234.4,96.0,203.2,101,13.0,3.0,3,0,643.4000000000001,304,1.853846153846154,2.441666666666667,2.011881188118812,4.333333333333333,2.1164473684210527,0.009868421052631578,0.02020516008703761,0.009868421052631578,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
92,0,1,28.0,151.1,90,194.8,79.0,239.2,114,10.0,3.0,1,0,595.0999999999999,286,1.6788888888888889,2.465822784810127,2.0982456140350876,3.3333333333333335,2.0807692307692305,0.0034965034965034965,0.016803898504453036,0.01048951048951049,0.5384615384615384,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,0,0,0.0,221.4,103,231.8,103.0,122.5,100,9.8,5.0,3,0,585.5,311,2.1495145631067962,2.250485436893204,1.225,1.9600000000000002,1.882636655948553,0.00964630225080386,0.016737830913748933,0.01607717041800643,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
148,1,0,0.0,218.9,88,208.0,85.0,203.3,99,11.1,4.0,0,0,641.3000000000001,276,2.4875000000000003,2.447058823529412,2.0535353535353535,2.775,2.3235507246376814,0.0,0.0173085919226571,0.014492753623188406,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
144,0,1,42.5,189.8,96,123.4,67.0,214.2,106,6.5,2.0,2,1,533.9000000000001,271,1.9770833333333335,1.8417910447761194,2.020754716981132,3.25,1.9701107011070114,0.007380073800738007,0.01217456452519198,0.007380073800738007,0.9230769230769231,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
131,0,1,25.0,192.7,85,225.9,105.0,254.2,59,10.9,6.0,2,0,683.6999999999999,255,2.267058823529412,2.1514285714285717,4.308474576271187,1.8166666666666667,2.681176470588235,0.00784313725490196,0.0159426649115109,0.023529411764705882,0.4807692307692308,0,0,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
146,1,0,0.0,204.4,135,219.1,90.0,222.7,114,10.5,6.0,3,0,656.7,345,1.5140740740740741,2.4344444444444444,1.9535087719298245,1.75,1.9034782608695653,0.008695652173913044,0.0159890360895386,0.017391304347826087,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
143,0,0,0.0,172.3,97,174.0,108.0,188.2,119,13.0,4.0,2,0,547.5,328,1.7762886597938146,1.6111111111111112,1.5815126050420167,3.25,1.6692073170731707,0.006097560975609756,0.023744292237442923,0.012195121951219513,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81,0,0,0.0,198.4,93,210.9,108.0,193.3,71,10.4,6.0,2,0,613.0,278,2.1333333333333333,1.9527777777777777,2.722535211267606,1.7333333333333334,2.2050359712230216,0.007194244604316547,0.016965742251223492,0.02158273381294964,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48,0,1,37.0,211.7,115,159.9,84.0,144.1,80,12.2,1.0,1,0,527.9000000000001,280,1.8408695652173912,1.9035714285714287,1.80125,12.2,1.8853571428571432,0.0035714285714285713,0.02311043758287554,0.0035714285714285713,0.7115384615384616,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
86,0,1,28.0,221.6,74,288.4,100.0,240.3,105,9.0,2.0,1,0,759.3,281,2.9945945945945946,2.884,2.2885714285714287,4.5,2.702135231316726,0.0035587188612099642,0.01185302252074279,0.0071174377224199285,0.5384615384615384,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,0,0,0.0,197.9,108,181.5,109.0,281.4,56,6.7,5.0,3,0,667.5,278,1.8324074074074075,1.665137614678899,5.0249999999999995,1.34,2.4010791366906474,0.01079136690647482,0.0100374531835206,0.017985611510791366,0.0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145,0,1,24.0,147.5,90,175.7,108.0,252.1,102,15.6,3.0,2,0,590.9,303,1.6388888888888888,1.6268518518518518,2.4715686274509805,5.2,1.9501650165016502,0.006600660066006601,0.026400406160094772,0.009900990099009901,0.46153846153846156,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
137,0,0,0.0,206.4,122,128.0,102.0,194.5,84,8.8,5.0,2,0,537.6999999999999,313,1.6918032786885246,1.2549019607843137,2.3154761904761907,1.7600000000000002,1.7178913738019168,0.006389776357827476,0.0163660033475916,0.01597444089456869,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
137,0,0,0.0,205.9,88,209.3,86.0,289.9,84,14.5,4.0,2,0,719.6,262,2.3397727272727273,2.433720930232558,3.451190476190476,3.625,2.7465648854961833,0.007633587786259542,0.020150083379655362,0.015267175572519083,0.0,0,1,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,0,0,0.0,207.6,88,132.4,63.0,255.2,98,14.1,5.0,0,0,609.3000000000001,254,2.359090909090909,2.1015873015873017,2.604081632653061,2.82,2.3988188976377955,0.0,0.02314130969965534,0.01968503937007874,0.0,0,0,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
89,0,0,0.0,303.9,95,260.9,114.0,312.1,89,5.3,3.0,1,1,882.1999999999999,301,3.1989473684210523,2.28859649122807,3.506741573033708,1.7666666666666666,2.930897009966777,0.0033222591362126247,0.006007708002720472,0.009966777408637873,0.0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
199,0,1,34.0,230.6,121,219.4,99.0,299.3,94,8.0,2.0,0,0,757.3,316,1.905785123966942,2.216161616161616,3.1840425531914893,4.0,2.396518987341772,0.0,0.01056384523966724,0.006329113924050633,0.6538461538461539,0,1,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132,0,0,0.0,99.5,110,129.1,80.0,125.1,124,9.7,3.0,0,0,363.4,317,0.9045454545454545,1.61375,1.0088709677419354,3.233333333333333,1.146372239747634,0.0,0.026692350027517887,0.00946372239747634,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94,0,0,0.0,177.1,112,194.0,112.0,146.7,108,5.9,4.0,1,0,523.6999999999999,336,1.58125,1.7321428571428572,1.3583333333333332,1.475,1.5586309523809523,0.002976190476190476,0.011265991980141304,0.011904761904761904,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
96,0,1,37.0,172.7,93,120.1,116.0,216.1,86,10.3,5.0,5,1,519.1999999999999,300,1.856989247311828,1.035344827586207,2.5127906976744185,2.06,1.7306666666666664,0.016666666666666666,0.01983821263482281,0.016666666666666666,0.7115384615384616,1,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
